"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000108654.14",13862,13833,16620,10171,17482,20413,11442,13491
"ENSG00000284564.1",0,0,0,0,0,0,0,0
"ENSG00000284368.1",0,0,0,0,0,0,0,0
"ENSG00000258890.6",429,322,430,253,506,410,316,334
"ENSG00000108854.15",2583,2380,5752,1912,4131,4060,2766,2661
"ENSG00000271779.1",0,1,5,0,2,0,0,0
"ENSG00000270714.1",0,1,10,4,1,1,13,9
"ENSG00000215769.8",56,73,73,69,59,68,48,90
"ENSG00000266820.1",0,0,0,0,0,0,0,0
"ENSG00000265298.1",80,111,109,89,73,91,80,135
"ENSG00000263647.1",0,0,0,0,0,0,0,0
"ENSG00000265982.1",8,10,4,2,3,16,12,14
"ENSG00000214176.9",614,657,691,428,654,814,537,903
"ENSG00000278581.1",0,0,0,0,0,0,0,0
"ENSG00000284172.1",0,0,0,0,0,0,0,0
"ENSG00000252242.1",0,0,0,0,0,0,0,0
"ENSG00000272400.1",4,2,2,0,2,5,0,0
"ENSG00000176809.10",302,213,314,142,455,474,280,199
"ENSG00000264840.1",0,0,1,0,2,2,0,2
"ENSG00000272134.1",1,2,1,1,0,2,1,1
"ENSG00000272220.1",0,0,0,0,0,0,0,0
"ENSG00000265218.1",24,19,8,2,17,37,13,10
"ENSG00000266644.1",10,9,6,2,20,26,8,6
"ENSG00000271974.1",5,2,0,1,9,5,2,3
"ENSG00000264057.1",3,5,2,1,7,9,5,5
"ENSG00000266155.2",0,0,0,0,1,0,0,0
"ENSG00000280299.1",0,0,0,0,0,0,0,0
"ENSG00000272346.2",0,0,0,0,0,0,0,0
"ENSG00000265912.1",0,1,0,1,1,1,0,1
"ENSG00000272006.1",0,0,0,1,0,1,0,0
"ENSG00000232457.4",3,1,5,0,13,23,1,3
"ENSG00000214174.8",320,198,415,168,296,233,273,178
"ENSG00000120063.9",1309,1158,1182,827,1248,1413,1089,1124
"ENSG00000266598.1",0,0,0,0,0,0,0,1
"ENSG00000108370.16",114,69,83,42,69,87,71,71
"ENSG00000265883.1",0,0,0,0,0,0,0,0
"ENSG00000263520.1",0,0,0,0,0,0,0,0
"ENSG00000168646.12",175,403,250,349,212,403,228,535
"ENSG00000266076.1",0,0,0,0,0,0,0,0
"ENSG00000154240.16",187,206,290,216,247,335,247,357
"ENSG00000271587.1",0,0,0,0,0,0,0,0
"ENSG00000270870.1",0,0,0,0,0,0,0,0
"ENSG00000266707.1",0,0,0,1,0,1,0,0
"ENSG00000091583.10",0,0,0,0,0,0,0,1
"ENSG00000252653.1",0,0,0,0,0,0,0,0
"ENSG00000284242.1",0,1,0,0,0,0,0,0
"ENSG00000154229.11",2906,2846,4168,2304,4660,7240,2809,3510
"ENSG00000244044.3",0,0,0,0,0,0,0,0
"ENSG00000264630.5",0,0,0,1,0,0,0,0
"ENSG00000252685.1",0,0,0,0,0,0,0,0
"ENSG00000251698.1",0,0,0,0,0,0,0,0
"ENSG00000229330.2",0,1,0,0,0,1,0,0
"ENSG00000207943.1",0,0,0,0,0,0,0,0
"ENSG00000075429.8",0,1,0,0,0,0,0,0
"ENSG00000251764.1",0,0,0,0,0,0,0,0
"ENSG00000075461.5",0,0,0,0,0,0,0,0
"ENSG00000264491.1",0,0,0,0,0,0,0,0
"ENSG00000265664.1",0,0,0,0,0,0,0,0
"ENSG00000108878.4",0,0,0,0,0,0,0,0
"ENSG00000198265.11",1023,852,1295,650,1510,1905,1065,1199
"ENSG00000264421.1",0,0,0,0,0,0,0,0
"ENSG00000213180.4",0,0,0,0,0,0,0,0
"ENSG00000285877.1",10,9,16,4,18,34,11,12
"ENSG00000266473.1",2,2,7,2,7,3,1,4
"ENSG00000200619.1",0,0,0,0,0,0,0,0
"ENSG00000207410.1",0,0,0,0,0,0,0,0
"ENSG00000264093.1",0,0,0,0,0,0,0,0
"ENSG00000197170.9",740,665,776,554,828,1191,580,654
"ENSG00000154217.14",113,202,173,161,202,419,99,207
"ENSG00000201547.1",0,0,0,0,0,0,0,0
"ENSG00000244610.3",0,0,0,0,0,0,0,0
"ENSG00000263690.2",0,0,0,0,0,0,0,0
"ENSG00000207688.2",0,0,0,0,0,0,0,0
"ENSG00000264754.1",0,0,0,0,0,0,0,0
"ENSG00000279917.1",0,0,0,1,1,0,0,0
"ENSG00000279361.1",0,0,0,0,0,0,0,0
"ENSG00000130935.9",514,394,540,316,580,702,389,433
"ENSG00000200394.1",0,0,0,0,0,0,0,0
"ENSG00000266858.1",0,0,0,0,0,0,0,0
"ENSG00000213179.4",0,0,0,0,1,0,0,0
"ENSG00000171634.17",1936,1546,2337,1188,2463,2883,1796,1929
"ENSG00000266717.1",1,0,2,0,0,1,0,0
"ENSG00000279573.1",0,2,3,0,1,0,0,0
"ENSG00000279880.1",1,2,4,1,3,3,3,1
"ENSG00000265052.2",0,0,0,0,0,0,0,0
"ENSG00000186665.9",329,239,411,117,341,204,315,191
"ENSG00000182481.8",1245,1314,1764,707,1561,1382,1096,913
"ENSG00000266117.1",4,2,2,0,2,0,2,3
"ENSG00000265055.1",4,0,6,3,2,1,2,0
"ENSG00000237854.3",92,54,137,47,92,75,85,81
"ENSG00000267023.5",196,105,319,113,206,176,183,141
"ENSG00000278730.1",443,287,793,345,454,424,464,335
"ENSG00000274561.1",43,32,43,20,35,40,16,17
"ENSG00000277476.1",40,37,50,40,47,36,33,35
"ENSG00000267352.1",0,0,0,0,0,0,0,0
"ENSG00000267708.1",1,0,1,1,0,1,3,0
"ENSG00000278740.1",3,2,2,0,0,0,1,0
"ENSG00000267731.1",6,2,4,1,4,0,4,2
"ENSG00000267472.1",0,2,0,0,0,0,0,0
"ENSG00000274712.1",48,33,69,44,51,29,44,50
"ENSG00000265100.1",2,2,2,4,1,4,6,2
"ENSG00000196704.11",1015,905,1269,696,1086,1152,957,887
"ENSG00000141337.12",393,590,477,390,788,1144,314,497
"ENSG00000108932.11",17,28,39,12,70,296,5,15
"ENSG00000267009.6",4,2,2,1,6,8,0,4
"ENSG00000070540.12",2708,4773,2652,3061,4439,7359,1759,4448
"ENSG00000207561.1",74,94,43,48,91,176,51,93
"ENSG00000108946.14",7069,7060,8203,6179,9485,12718,6463,7889
"ENSG00000108950.11",770,1110,1083,1299,674,1951,597,1478
"ENSG00000267461.1",1,0,2,0,1,1,0,1
"ENSG00000267659.5",0,1,2,1,0,2,0,2
"ENSG00000283376.1",0,0,4,0,3,1,1,0
"ENSG00000267250.1",0,0,0,1,1,1,0,0
"ENSG00000141338.13",4081,4565,4773,2699,5423,5443,3484,3951
"ENSG00000231749.3",7,8,17,6,13,6,8,7
"ENSG00000154258.16",1097,1515,2199,1601,1821,1790,2162,2669
"ENSG00000154262.12",1517,2687,1783,2308,1787,3418,1640,3795
"ENSG00000267361.1",11,29,14,28,13,11,15,35
"ENSG00000265331.1",0,4,0,0,2,1,0,1
"ENSG00000283385.1",0,0,0,0,0,0,0,0
"ENSG00000154263.17",252,118,299,67,255,73,161,52
"ENSG00000278873.1",1,0,0,0,0,0,0,1
"ENSG00000285931.1",0,0,0,0,0,1,0,0
"ENSG00000154265.15",332,330,606,392,417,448,535,394
"ENSG00000267203.1",1,2,4,3,3,3,0,3
"ENSG00000252352.1",0,0,0,0,0,0,0,0
"ENSG00000108984.14",335,263,544,255,208,122,171,73
"ENSG00000278972.1",0,0,0,0,0,0,0,0
"ENSG00000267653.1",1,3,0,5,0,5,0,1
"ENSG00000227517.6",8,2,14,2,14,5,9,6
"ENSG00000267184.1",0,0,0,0,0,0,0,0
"ENSG00000237560.6",2,2,5,0,16,11,7,2
"ENSG00000199801.1",0,0,1,0,0,0,0,0
"ENSG00000230258.6",0,0,1,0,1,0,0,0
"ENSG00000267603.1",0,0,1,0,0,0,1,0
"ENSG00000153822.13",1,1,1,0,0,0,0,0
"ENSG00000267365.1",64,38,78,33,86,94,87,66
"ENSG00000123700.4",812,567,738,490,1244,1078,862,1102
"ENSG00000267170.1",0,0,0,0,0,0,0,0
"ENSG00000267109.1",0,0,0,0,0,0,0,0
"ENSG00000267471.1",0,0,0,0,0,0,0,0
"ENSG00000271239.1",0,0,0,0,0,0,0,0
"ENSG00000271101.1",1,0,0,0,0,0,0,0
"ENSG00000260785.1",0,0,0,0,0,0,0,0
"ENSG00000238759.1",0,0,0,0,0,0,0,0
"ENSG00000225818.1",0,0,0,0,0,0,0,0
"ENSG00000228118.3",1,1,3,1,1,1,0,1
"ENSG00000283517.1",0,1,0,0,0,0,0,0
"ENSG00000228639.7",0,1,0,0,0,0,1,0
"ENSG00000256124.5",24,18,15,6,33,26,13,5
"ENSG00000234899.9",8,3,8,2,9,0,8,5
"ENSG00000226101.1",0,0,0,0,1,0,0,0
"ENSG00000125398.6",836,451,1049,234,559,205,931,321
"ENSG00000227036.7",37,32,26,29,27,37,28,45
"ENSG00000264026.1",0,0,0,0,0,0,0,0
"ENSG00000263680.2",0,0,0,0,0,0,0,0
"ENSG00000243514.2",0,0,0,0,0,0,0,0
"ENSG00000263893.2",0,0,0,0,0,0,0,0
"ENSG00000133195.11",274,194,462,261,321,320,174,200
"ENSG00000200783.1",0,0,0,0,0,0,0,0
"ENSG00000252274.1",1,1,0,0,1,0,0,0
"ENSG00000264196.1",0,0,0,1,0,0,0,0
"ENSG00000266501.1",4,2,3,3,7,7,5,4
"ENSG00000265469.1",0,0,0,0,0,0,0,0
"ENSG00000264860.1",0,0,0,0,1,0,0,0
"ENSG00000180616.8",2,1,2,2,15,2,0,1
"ENSG00000166685.11",598,513,709,380,716,841,517,498
"ENSG00000277728.1",5,1,4,2,7,4,4,5
"ENSG00000133193.12",386,270,415,217,465,560,309,327
"ENSG00000141219.15",455,356,560,298,631,646,349,332
"ENSG00000265010.1",0,4,6,0,3,1,2,3
"ENSG00000187959.9",2,0,0,0,1,0,0,0
"ENSG00000179604.9",1519,1115,1753,874,1303,1019,1303,1546
"ENSG00000069188.16",13,10,17,5,9,6,20,15
"ENSG00000264985.3",0,0,0,0,0,0,0,0
"ENSG00000264750.1",0,0,0,0,0,0,0,0
"ENSG00000265935.1",0,0,0,0,0,0,0,0
"ENSG00000263574.1",0,0,1,0,0,0,0,0
"ENSG00000177338.13",0,0,0,1,0,0,0,7
"ENSG00000234721.2",0,0,0,1,0,0,0,0
"ENSG00000265927.1",0,0,0,0,0,0,0,0
"ENSG00000266765.1",0,0,0,0,0,0,0,0
"ENSG00000285648.1",0,0,0,0,0,0,0,0
"ENSG00000266357.5",0,0,0,0,0,0,0,0
"ENSG00000172809.12",3944,3899,4521,2482,4828,5278,3086,2999
"ENSG00000246731.2",7,6,9,3,16,10,10,8
"ENSG00000141540.10",101,65,80,22,61,40,47,37
"ENSG00000264272.1",0,0,1,0,0,0,0,0
"ENSG00000171595.13",0,0,0,0,0,0,0,0
"ENSG00000266106.1",0,0,0,0,0,0,0,0
"ENSG00000196169.14",1,1,0,0,0,0,0,0
"ENSG00000204347.3",0,0,0,0,0,0,0,0
"ENSG00000257008.6",0,0,0,0,0,0,0,0
"ENSG00000200021.1",0,0,0,0,0,0,0,0
"ENSG00000170412.16",72,31,9,1,7,3,34,29
"ENSG00000167851.14",0,0,0,0,0,0,0,0
"ENSG00000178789.8",0,0,0,0,0,0,0,0
"ENSG00000167850.3",0,0,0,0,0,0,0,0
"ENSG00000236770.1",0,0,0,0,0,0,0,0
"ENSG00000284690.1",0,0,0,0,0,0,0,0
"ENSG00000204345.1",0,0,0,0,0,0,0,0
"ENSG00000182352.8",0,0,0,0,0,0,0,1
"ENSG00000261222.2",0,0,0,0,0,0,0,0
"ENSG00000186407.6",0,0,0,0,0,0,0,0
"ENSG00000172794.19",3,9,7,3,11,9,6,7
"ENSG00000264659.1",0,0,0,0,0,0,0,0
"ENSG00000186074.18",0,0,0,0,0,0,0,0
"ENSG00000266036.1",0,0,0,0,0,0,0,0
"ENSG00000284186.1",0,0,0,0,0,0,0,0
"ENSG00000109062.11",207,207,206,124,280,382,170,193
"ENSG00000109065.11",599,533,553,297,609,793,439,442
"ENSG00000109066.13",502,488,580,428,581,802,378,485
"ENSG00000161509.13",3,3,2,0,7,5,1,5
"ENSG00000161513.11",1182,586,753,154,889,568,554,308
"ENSG00000172782.11",0,0,1,0,0,0,0,0
"ENSG00000182040.8",0,0,0,0,1,0,0,0
"ENSG00000183034.12",0,0,0,0,0,0,0,0
"ENSG00000182938.5",0,0,0,0,0,0,0,0
"ENSG00000167861.15",12,6,13,13,13,11,6,9
"ENSG00000263586.1",0,0,0,0,0,0,0,0
"ENSG00000109089.7",563,712,565,375,796,783,510,594
"ENSG00000167862.9",230,191,250,132,286,352,142,193
"ENSG00000252545.1",0,0,0,0,0,0,0,0
"ENSG00000180901.10",999,867,1145,685,1189,1438,849,1122
"ENSG00000167863.11",1434,1609,1638,1098,1653,2407,1094,1290
"ENSG00000239607.3",0,0,0,0,0,0,0,0
"ENSG00000270993.1",1,0,2,2,0,2,1,1
"ENSG00000232724.1",0,0,0,0,0,2,1,0
"ENSG00000170190.15",138,130,242,147,249,369,210,221
"ENSG00000206713.1",0,0,0,0,0,0,0,0
"ENSG00000125449.6",152,147,188,102,215,267,152,187
"ENSG00000125458.6",215,189,251,127,227,325,161,200
"ENSG00000279035.1",0,2,4,2,1,1,6,0
"ENSG00000189159.15",474,516,531,343,516,758,344,380
"ENSG00000265800.1",0,0,1,0,2,1,1,0
"ENSG00000263786.1",0,1,3,0,2,4,1,3
"ENSG00000252042.1",0,0,0,0,0,0,0,0
"ENSG00000188612.11",2912,2180,3037,1765,3071,2962,2558,2187
"ENSG00000125450.10",425,439,437,305,462,621,422,439
"ENSG00000125447.17",560,576,804,383,702,869,466,584
"ENSG00000125445.10",471,395,504,278,469,628,322,302
"ENSG00000125457.14",138,153,195,149,136,184,182,217
"ENSG00000263843.1",14,5,5,4,5,9,8,8
"ENSG00000125454.11",51,56,70,49,40,75,47,70
"ENSG00000177885.14",1990,1688,2141,1242,2119,2908,1627,1770
"ENSG00000228007.1",102,89,100,35,91,93,60,58
"ENSG00000265987.1",0,0,0,0,0,0,0,0
"ENSG00000264853.1",0,0,0,0,0,0,0,0
"ENSG00000265342.1",0,0,0,0,0,1,1,0
"ENSG00000264511.1",0,0,0,0,0,0,0,0
"ENSG00000223217.1",0,0,0,0,0,0,0,0
"ENSG00000202332.1",0,0,0,0,0,0,0,0
"ENSG00000177728.16",1169,1034,1292,715,1548,1735,1050,1134
"ENSG00000284595.1",0,0,0,0,0,0,0,0
"ENSG00000177303.9",370,308,306,229,399,483,342,375
"ENSG00000182173.12",78,82,97,57,117,140,116,97
"ENSG00000073350.13",1,2,5,0,0,3,0,4
"ENSG00000266714.8",171,191,148,93,77,131,105,124
"ENSG00000108469.14",421,330,480,233,418,480,336,317
"ENSG00000204323.5",2,5,7,1,2,3,1,3
"ENSG00000259120.2",0,0,1,0,1,1,0,0
"ENSG00000161526.14",666,617,839,451,796,998,556,588
"ENSG00000264829.1",0,0,0,0,0,0,0,0
"ENSG00000264270.1",0,0,0,0,1,1,0,0
"ENSG00000132470.13",13,11,15,5,24,18,8,6
"ENSG00000108479.11",210,203,202,111,186,292,180,222
"ENSG00000132475.10",3858,3054,4335,2052,4152,4454,3390,3085
"ENSG00000283853.1",0,0,0,0,0,0,0,0
"ENSG00000132478.9",480,322,421,172,473,438,340,307
"ENSG00000266980.1",2,3,1,0,0,0,1,1
"ENSG00000092929.11",33,54,45,38,42,27,19,40
"ENSG00000132471.11",1536,1370,1889,1242,1751,1869,1249,1715
"ENSG00000132481.6",65,64,80,41,89,70,67,51
"ENSG00000267801.1",0,7,3,3,2,2,1,2
"ENSG00000141569.11",355,406,360,187,421,443,327,297
"ENSG00000267342.1",8,7,6,6,7,8,8,7
"ENSG00000204316.12",52,41,45,17,32,44,35,48
"ENSG00000267426.5",2,5,1,1,1,1,4,3
"ENSG00000188878.19",68,38,80,36,62,74,62,53
"ENSG00000161533.11",875,769,1010,554,1055,1021,735,751
"ENSG00000267615.1",0,0,0,0,0,0,0,0
"ENSG00000257949.6",0,1,0,0,0,0,0,0
"ENSG00000261408.7",17,20,11,6,11,16,14,11
"ENSG00000250506.7",10,7,6,8,14,14,9,9
"ENSG00000167880.7",0,0,0,0,0,1,1,0
"ENSG00000167881.14",1341,1133,1595,802,1656,1994,1175,1050
"ENSG00000186919.12",2,0,1,0,1,2,0,2
"ENSG00000182687.3",0,1,1,0,2,1,1,0
"ENSG00000182473.21",1940,1260,2533,950,2754,2713,1882,1572
"ENSG00000279382.1",50,27,60,12,35,52,43,18
"ENSG00000275360.1",0,0,0,0,0,0,0,0
"ENSG00000129654.7",0,0,0,0,0,0,0,1
"ENSG00000267128.1",3,1,0,0,0,1,1,3
"ENSG00000141576.15",213,442,80,94,224,252,119,246
"ENSG00000267376.1",0,0,0,0,0,0,0,0
"ENSG00000228218.1",167,129,337,136,360,328,261,207
"ENSG00000185262.8",278,492,261,322,381,480,232,598
"ENSG00000129646.14",65,57,43,15,101,83,70,61
"ENSG00000161542.16",630,431,388,202,669,800,598,527
"ENSG00000251779.1",0,0,0,0,0,0,0,0
"ENSG00000207169.1",0,0,0,0,0,0,0,0
"ENSG00000267518.1",0,0,0,0,1,0,0,0
"ENSG00000176170.13",150,255,64,47,202,790,168,149
"ENSG00000175931.12",497,504,480,313,612,845,430,523
"ENSG00000242931.1",0,0,0,0,0,0,0,0
"ENSG00000129673.9",0,0,2,0,2,2,1,2
"ENSG00000129667.12",62,42,67,15,109,152,35,28
"ENSG00000161544.9",1612,1128,1345,598,1607,1347,1333,1164
"ENSG00000214140.10",76,35,73,31,56,41,64,58
"ENSG00000267546.2",6,2,10,4,6,9,12,5
"ENSG00000267543.1",4,9,7,4,13,5,6,7
"ENSG00000272386.1",2,1,2,1,4,0,3,0
"ENSG00000163597.14",643,547,622,320,574,649,411,461
"ENSG00000274091.1",0,0,0,0,0,0,0,0
"ENSG00000199961.1",2,0,0,0,1,0,0,0
"ENSG00000278261.1",0,0,0,0,0,0,0,0
"ENSG00000284526.1",2,0,1,2,4,1,2,1
"ENSG00000070731.10",14,5,3,3,4,1,6,8
"ENSG00000267078.1",0,0,0,0,0,0,0,0
"ENSG00000267084.1",0,0,0,0,0,0,0,0
"ENSG00000070526.14",0,0,0,0,0,0,0,0
"ENSG00000199735.1",0,0,0,0,0,0,0,0
"ENSG00000261335.1",0,2,9,1,9,5,2,1
"ENSG00000182534.13",6068,5763,7546,4635,8133,12100,5679,6462
"ENSG00000212418.1",1,0,0,0,1,0,0,1
"ENSG00000277382.1",1,0,3,1,2,1,1,0
"ENSG00000070495.14",245,346,252,175,350,565,195,275
"ENSG00000274051.1",1,2,2,1,1,1,1,3
"ENSG00000181038.13",211,191,187,124,191,265,148,149
"ENSG00000267168.1",0,0,0,0,0,0,0,0
"ENSG00000161547.16",1317,1160,1485,888,1242,1883,1040,963
"ENSG00000092931.11",395,306,500,269,417,305,407,354
"ENSG00000283805.1",0,0,0,0,0,0,0,0
"ENSG00000200257.1",0,0,0,0,1,0,1,0
"ENSG00000267065.2",0,0,4,1,2,4,2,1
"ENSG00000267535.1",0,0,0,0,0,0,0,0
"ENSG00000167889.12",5,4,4,5,5,3,6,3
"ENSG00000267568.6",0,0,0,0,0,0,0,0
"ENSG00000267521.1",0,0,0,0,0,0,0,0
"ENSG00000280122.1",0,0,0,0,0,0,0,0
"ENSG00000276202.1",0,0,0,0,0,0,0,0
"ENSG00000234912.12",41,45,46,35,63,84,55,34
"ENSG00000129657.15",1401,1301,2030,1211,1993,2123,1396,1734
"ENSG00000275143.1",0,0,0,0,0,0,0,0
"ENSG00000284250.1",0,0,0,0,0,0,0,0
"ENSG00000222808.1",1,1,0,2,0,2,2,0
"ENSG00000262870.1",0,0,0,0,0,0,0,0
"ENSG00000263718.2",0,1,0,0,0,0,0,0
"ENSG00000265121.1",0,0,0,0,0,0,0,0
"ENSG00000184640.17",11627,7966,10966,4377,11079,10231,7667,5565
"ENSG00000266998.1",1,3,2,1,0,0,1,2
"ENSG00000264060.1",0,0,0,0,0,0,0,0
"ENSG00000200651.1",0,0,1,0,0,0,1,0
"ENSG00000279801.1",2,4,3,2,10,9,4,1
"ENSG00000267263.1",1,0,0,0,0,0,0,0
"ENSG00000267016.1",0,0,2,0,3,3,0,0
"ENSG00000267665.1",0,0,0,0,0,0,1,0
"ENSG00000267506.5",0,0,0,0,4,0,1,0
"ENSG00000267466.1",0,0,0,0,0,0,0,0
"ENSG00000279572.1",0,0,0,0,0,0,0,0
"ENSG00000285535.1",0,0,0,0,0,0,0,0
"ENSG00000267790.1",0,1,0,0,0,1,0,0
"ENSG00000204283.3",0,0,0,0,0,0,0,0
"ENSG00000238898.1",0,0,0,0,0,0,0,0
"ENSG00000078687.17",437,335,566,281,490,551,413,509
"ENSG00000279600.1",0,0,0,0,0,0,0,0
"ENSG00000267463.1",0,0,0,0,0,0,0,0
"ENSG00000238658.1",0,0,0,0,0,0,0,0
"ENSG00000204282.4",1,0,0,0,0,0,1,0
"ENSG00000141524.15",1,1,4,0,1,3,3,0
"ENSG00000167895.14",0,0,0,0,0,0,0,0
"ENSG00000187997.11",0,0,1,0,0,0,1,0
"ENSG00000267679.1",2,1,4,1,6,5,1,0
"ENSG00000108639.7",205,199,386,378,332,720,274,489
"ENSG00000167900.11",74,73,89,41,68,87,71,52
"ENSG00000183077.15",215,225,347,227,342,530,212,298
"ENSG00000267624.1",0,0,0,0,0,0,0,0
"ENSG00000089685.14",46,58,33,30,57,44,41,40
"ENSG00000204278.12",0,0,0,0,0,0,0,0
"ENSG00000283914.1",0,0,0,0,0,0,0,0
"ENSG00000267676.1",4,1,1,2,2,1,1,0
"ENSG00000279886.1",0,0,0,0,0,0,0,0
"ENSG00000204277.1",0,0,0,0,0,0,0,0
"ENSG00000267737.1",7,2,15,6,16,6,7,1
"ENSG00000184557.4",1464,1222,1424,638,1515,1692,821,893
"ENSG00000266970.1",4,2,3,1,12,17,8,2
"ENSG00000243870.3",1,1,2,0,1,0,0,1
"ENSG00000087157.18",749,734,795,494,731,945,551,707
"ENSG00000200063.1",0,0,0,0,0,0,0,0
"ENSG00000187775.16",65,51,65,33,51,62,34,45
"ENSG00000267432.5",1,0,1,0,0,0,0,0
"ENSG00000267770.1",0,0,0,0,0,0,0,0
"ENSG00000243426.3",1,0,0,0,0,0,0,0
"ENSG00000267123.6",0,0,0,0,0,0,0,0
"ENSG00000108669.16",371,311,431,262,374,289,341,325
"ENSG00000279570.1",0,0,0,0,1,1,0,1
"ENSG00000252391.1",1,0,1,0,0,0,0,0
"ENSG00000055483.19",891,905,807,536,840,1155,768,851
"ENSG00000267355.2",5,6,6,1,9,8,3,2
"ENSG00000035862.12",42484,36391,56190,39774,57805,73046,40964,46441
"ENSG00000267601.1",0,0,0,0,0,0,0,0
"ENSG00000178404.9",11,5,15,1,9,12,6,8
"ENSG00000279339.1",3,10,9,2,2,4,2,4
"ENSG00000267491.1",4,3,3,0,1,3,0,1
"ENSG00000108679.12",3267,2469,6338,3435,3278,3839,3757,3867
"ENSG00000171302.16",1482,1145,1658,1012,1581,2018,1304,1398
"ENSG00000265096.1",0,2,0,0,1,2,0,0
"ENSG00000173918.14",452,947,563,878,995,2550,556,1313
"ENSG00000167280.16",402,313,478,181,443,453,333,305
"ENSG00000167281.19",0,1,3,2,5,2,2,1
"ENSG00000266711.1",0,0,0,0,0,0,0,0
"ENSG00000263278.2",0,0,0,0,0,0,0,0
"ENSG00000266665.1",0,0,0,0,0,0,0,0
"ENSG00000267719.1",0,0,0,0,1,0,0,0
"ENSG00000182156.9",0,0,0,0,0,1,0,0
"ENSG00000173894.10",55,48,54,21,30,35,26,22
"ENSG00000141570.10",167,166,163,98,172,309,105,141
"ENSG00000262768.2",0,0,0,0,0,0,0,0
"ENSG00000262772.1",0,0,0,0,0,0,0,1
"ENSG00000141582.14",346,383,376,184,427,505,275,302
"ENSG00000262343.1",0,0,0,0,0,0,0,0
"ENSG00000262585.1",2,1,2,3,2,6,3,1
"ENSG00000262188.1",0,1,0,1,2,1,2,3
"ENSG00000167291.15",2271,3568,2416,1730,3245,5030,2134,3334
"ENSG00000275516.1",0,0,0,0,0,1,0,0
"ENSG00000262172.1",0,1,0,0,0,0,0,0
"ENSG00000261978.1",0,0,2,0,0,1,0,0
"ENSG00000141519.14",124,136,103,38,154,138,75,55
"ENSG00000265561.2",0,0,0,0,0,0,0,0
"ENSG00000171298.12",2818,2281,3124,1637,4535,5126,2393,2626
"ENSG00000141543.10",1067,1248,943,555,1236,1717,885,953
"ENSG00000279259.1",13,11,18,9,13,12,12,7
"ENSG00000275479.1",1,2,1,2,0,0,4,1
"ENSG00000141527.17",21,12,13,6,12,5,15,20
"ENSG00000262580.5",64,79,61,37,23,39,47,52
"ENSG00000181523.12",1417,1099,1809,811,1719,1838,1291,1227
"ENSG00000181045.14",377,262,393,179,411,359,346,280
"ENSG00000173821.19",6040,5150,6270,3473,6678,9567,4964,6412
"ENSG00000262979.1",0,0,1,0,0,1,0,0
"ENSG00000276863.1",0,1,0,0,0,1,1,1
"ENSG00000280248.1",2,2,1,0,2,1,3,0
"ENSG00000263069.5",12,13,13,4,10,21,11,6
"ENSG00000173818.16",476,403,510,303,432,486,384,370
"ENSG00000264961.1",3,3,1,0,2,1,0,4
"ENSG00000260369.2",1,2,2,0,0,1,1,1
"ENSG00000279273.1",0,0,0,0,0,0,0,0
"ENSG00000171246.5",9,6,22,6,35,23,18,5
"ENSG00000262000.1",0,0,0,0,0,0,0,0
"ENSG00000271340.1",0,0,0,0,0,0,0,0
"ENSG00000213128.3",0,0,0,0,0,0,0,0
"ENSG00000141564.14",660,679,784,443,791,1097,578,648
"ENSG00000232083.3",1,0,0,0,0,0,0,0
"ENSG00000262833.1",0,1,0,0,0,0,0,1
"ENSG00000262313.1",0,0,0,0,0,1,1,0
"ENSG00000262662.1",0,0,0,0,1,0,0,0
"ENSG00000261924.1",0,3,2,1,2,3,1,2
"ENSG00000240270.1",0,0,1,0,1,0,0,1
"ENSG00000176108.9",224,169,338,131,308,398,263,171
"ENSG00000263218.2",0,0,0,0,0,0,0,0
"ENSG00000280351.2",35,28,27,27,22,33,29,25
"ENSG00000262873.1",0,1,2,0,0,0,1,1
"ENSG00000262098.1",1,0,2,0,1,2,0,2
"ENSG00000226137.5",569,315,677,255,660,538,546,386
"ENSG00000175866.15",277,265,302,175,203,177,366,381
"ENSG00000181409.12",4,3,5,1,2,2,11,2
"ENSG00000207736.1",0,0,0,0,0,0,0,1
"ENSG00000211563.4",0,0,0,0,0,0,0,0
"ENSG00000283604.1",0,0,0,0,0,0,0,0
"ENSG00000221025.1",0,0,0,0,0,0,0,0
"ENSG00000263167.1",0,0,0,0,0,0,0,0
"ENSG00000225180.7",0,0,0,0,0,0,0,0
"ENSG00000141577.13",247,169,213,102,216,241,194,180
"ENSG00000262115.1",5,2,1,0,1,2,2,1
"ENSG00000167302.10",213,238,193,153,194,263,164,200
"ENSG00000260005.6",9,14,20,7,16,21,8,24
"ENSG00000224877.3",359,266,296,136,278,370,210,197
"ENSG00000157637.12",2585,2435,2783,1853,2101,3553,2228,2772
"ENSG00000276101.1",0,0,0,0,0,0,0,0
"ENSG00000279187.1",4,10,2,1,7,2,2,2
"ENSG00000185168.5",1,0,1,0,0,0,0,0
"ENSG00000185332.7",0,0,0,0,0,0,1,1
"ENSG00000275542.1",1,2,2,0,4,5,3,4
"ENSG00000275966.1",4,6,5,4,2,6,6,4
"ENSG00000263154.1",0,0,0,0,0,0,0,0
"ENSG00000262223.7",3,2,8,5,2,3,1,5
"ENSG00000274833.1",1,2,0,0,0,0,0,0
"ENSG00000262877.4",46,54,82,44,33,35,20,34
